userId,num_events,num_sessions,num_songs,num_ads,thumbs_up,thumbs_down,help_events,error_events,downgrade_events,distinct_artists,distinct_songs,is_paid,days_on_platform,activity_span_days,songs_per_session,ads_per_session,thumbs_up_ratio,churn
100016.0,638,8,530,16,25,5,3,1,6,431,493,1,75.0,57,66.25,2.0,0.8064516129032258,0
100017.0,75,1,52,14,2,1,0,0,0,51,51,0,78.0,0,52.0,14.0,0.5,1
100018.0,1288,21,1002,80,46,9,7,0,9,780,942,1,110.0,53,47.71428571428572,3.809523809523809,0.8214285714285714,0
100019.0,89,2,62,11,1,1,1,0,0,61,61,0,31.0,1,31.0,5.5,0.3333333333333333,1
100021.0,319,5,230,30,11,5,0,2,0,207,226,0,64.0,45,46.0,6.0,0.6470588235294118,1
100022.0,964,20,681,115,45,20,6,1,0,555,634,0,47.0,42,34.05,5.75,0.6818181818181818,1
100023.0,494,10,407,6,10,2,3,0,9,350,391,1,32.0,9,40.7,0.6,0.7692307692307693,1
100024.0,36,1,22,3,5,0,0,0,0,22,22,0,27.0,0,22.0,3.0,0.8333333333333334,1
100025.0,623,7,490,30,20,7,5,1,5,410,471,1,88.0,22,70.0,4.285714285714286,0.7142857142857143,1
101.0,2149,10,1797,8,86,16,12,3,22,1241,1608,1,53.0,15,179.7,0.8,0.8349514563106796,1
102.0,202,8,158,17,6,2,0,1,0,152,157,0,64.0,56,19.75,2.125,0.6666666666666666,0
103.0,1310,11,1073,14,52,9,7,0,13,834,981,1,42.0,31,97.54545454545456,1.2727272727272727,0.8387096774193549,1
104.0,2132,26,1781,23,84,17,15,1,24,1214,1571,1,125.0,53,68.5,0.8846153846153846,0.8235294117647058,0
105.0,918,5,764,2,45,6,2,2,10,624,723,1,29.0,10,152.8,0.4,0.8653846153846154,1
106.0,1010,12,839,4,43,6,5,0,3,653,778,1,40.0,29,69.91666666666667,0.3333333333333333,0.86,1
107.0,315,4,246,19,14,2,0,0,0,224,239,0,74.0,44,61.5,4.75,0.8235294117647058,0
108.0,764,6,633,19,20,6,5,0,2,509,598,1,62.0,38,105.5,3.1666666666666665,0.7407407407407407,0
109.0,861,12,717,7,23,5,10,0,12,580,689,1,87.0,40,59.75,0.5833333333333334,0.7931034482758621,0
11.0,848,16,647,39,40,9,3,1,5,534,616,1,124.0,53,40.4375,2.4375,0.8,0
110.0,235,5,178,17,14,2,0,0,0,163,172,0,68.0,58,35.6,3.4,0.8235294117647058,0
111.0,830,7,698,3,34,6,3,2,6,561,656,1,82.0,55,99.71428571428572,0.4285714285714285,0.8292682926829268,0
112.0,292,10,215,21,9,3,1,0,0,195,211,0,87.0,56,21.5,2.1,0.6923076923076923,0
113.0,1895,24,1585,1,82,12,7,3,16,1111,1429,1,123.0,59,66.04166666666667,0.0416666666666666,0.8631578947368421,0
114.0,1547,17,1292,9,74,12,10,2,8,932,1177,1,71.0,51,76.0,0.5294117647058824,0.8505747126436781,0
115.0,2076,10,1737,11,92,24,9,3,21,1212,1564,1,74.0,57,173.7,1.1,0.7863247863247863,0
116.0,79,3,63,3,1,0,0,0,0,60,62,0,93.0,22,21.0,1.0,0.5,0
117.0,445,13,343,22,11,3,1,2,0,298,325,0,72.0,56,26.384615384615383,1.6923076923076923,0.7333333333333333,0
118.0,2868,24,2376,26,127,27,14,2,27,1533,2064,1,63.0,56,99.0,1.0833333333333333,0.8193548387096774,0
119.0,223,6,173,9,7,1,3,1,0,166,171,0,188.0,47,28.83333333333333,1.5,0.7777777777777778,0
12.0,1064,9,867,21,42,9,6,2,5,697,817,1,73.0,19,96.33333333333331,2.333333333333333,0.8076923076923077,1
120.0,1842,14,1571,1,81,13,5,1,19,1117,1424,1,128.0,59,112.21428571428572,0.0714285714285714,0.8526315789473684,0
121.0,916,13,726,28,28,8,3,0,4,587,681,1,131.0,14,55.84615384615385,2.1538461538461537,0.7567567567567568,1
122.0,62,4,41,2,3,1,0,0,0,41,41,1,52.0,16,10.25,0.5,0.6,1
123.0,196,8,150,14,5,1,1,0,0,147,150,0,100.0,28,18.75,1.75,0.7142857142857143,0
124.0,4825,29,4079,4,171,41,23,6,41,2232,3339,1,131.0,59,140.6551724137931,0.1379310344827586,0.8028169014084507,0
125.0,11,1,8,1,0,0,0,0,0,8,8,0,71.0,0,8.0,1.0,0.0,1
126.0,3102,30,2577,35,135,21,15,2,22,1643,2229,1,62.0,60,85.9,1.1666666666666667,0.8598726114649682,0
127.0,2125,17,1779,2,93,15,12,2,18,1221,1587,1,75.0,56,104.6470588235294,0.1176470588235294,0.8532110091743119,0
128.0,2067,17,1728,11,87,18,6,2,14,1163,1539,1,95.0,56,101.6470588235294,0.6470588235294118,0.8207547169811321,0
129.0,412,7,331,2,7,7,2,1,8,279,315,1,16.0,14,47.285714285714285,0.2857142857142857,0.4666666666666667,1
13.0,1654,33,1280,74,57,14,8,0,8,929,1171,1,119.0,59,38.78787878787879,2.242424242424242,0.7916666666666666,0
131.0,1863,19,1564,5,72,20,13,4,15,1100,1403,1,120.0,59,82.3157894736842,0.2631578947368421,0.7741935483870968,0
132.0,2304,16,1928,2,96,17,16,3,19,1299,1718,1,66.0,50,120.5,0.125,0.8421052631578947,0
133.0,44,1,32,1,2,0,0,0,0,32,32,0,39.0,0,32.0,1.0,0.6666666666666666,0
134.0,52,4,37,3,3,1,0,0,0,37,37,0,65.0,50,9.25,0.75,0.6,0
135.0,6,1,6,0,0,0,0,0,0,6,6,0,72.0,0,6.0,0.0,0.0,0
136.0,2567,22,2124,13,110,15,19,2,21,1395,1873,1,75.0,58,96.54545454545456,0.5909090909090909,0.873015873015873,0
137.0,209,3,154,10,8,1,1,0,0,143,153,1,123.0,54,51.333333333333336,3.333333333333333,0.8,0
138.0,2469,15,2070,17,95,24,13,1,21,1332,1791,1,66.0,56,138.0,1.1333333333333333,0.7916666666666666,0
139.0,457,4,377,1,18,5,1,1,9,334,368,1,87.0,20,94.25,0.25,0.75,0
14.0,1432,11,1230,1,54,12,10,2,12,904,1128,1,132.0,49,111.8181818181818,0.0909090909090909,0.8059701492537313,0
140.0,6880,71,5664,87,277,75,34,7,50,2819,4426,1,80.0,60,79.77464788732394,1.2253521126760565,0.7847025495750708,0
141.0,1102,11,929,11,42,5,5,0,5,728,865,1,75.0,46,84.45454545454545,1.0,0.875,0
142.0,2240,16,1875,3,111,13,15,5,22,1254,1666,1,63.0,60,117.1875,0.1875,0.888,0
143.0,149,6,101,15,5,0,1,0,0,98,99,0,61.0,13,16.833333333333332,2.5,0.8333333333333334,1
144.0,125,3,98,9,4,1,0,0,0,97,98,0,98.0,53,32.666666666666664,3.0,0.6666666666666666,0
145.0,1347,15,1129,0,61,8,1,0,12,868,1040,1,102.0,57,75.26666666666667,0.0,0.8714285714285714,0
146.0,837,17,650,56,38,9,6,1,0,541,620,0,86.0,60,38.23529411764706,3.294117647058824,0.7916666666666666,0
147.0,672,10,547,11,28,3,7,0,6,466,521,1,68.0,49,54.7,1.1,0.875,0
148.0,518,12,398,32,28,3,3,0,0,350,382,0,70.0,55,33.166666666666664,2.6666666666666665,0.875,0
149.0,240,3,186,13,11,1,1,0,0,173,184,0,46.0,14,62.0,4.333333333333333,0.8461538461538461,0
15.0,2278,15,1914,1,81,14,8,2,28,1302,1707,1,56.0,54,127.6,0.0666666666666666,0.84375,0
150.0,234,9,178,17,7,0,1,0,0,170,177,0,123.0,52,19.77777777777778,1.8888888888888888,0.875,0
151.0,163,1,138,0,4,1,1,0,0,132,137,1,42.0,0,138.0,0.0,0.6666666666666666,0
152.0,1682,20,1409,14,81,12,9,2,8,982,1259,1,31.0,31,70.45,0.7,0.8617021276595744,0
153.0,1131,9,941,0,52,4,7,3,15,723,866,1,27.0,21,104.55555555555556,0.0,0.912280701754386,0
154.0,118,3,84,10,11,0,1,0,0,78,83,0,23.0,24,28.0,3.333333333333333,0.9166666666666666,0
155.0,1002,6,820,8,58,3,9,3,12,643,759,1,23.0,25,136.66666666666666,1.3333333333333333,0.935483870967742,0
156.0,6,1,3,1,0,0,0,0,0,3,3,0,0.0,0,3.0,1.0,0.0,0
16.0,819,9,675,12,42,4,8,0,7,550,643,1,80.0,57,75.0,1.3333333333333333,0.8936170212765957,0
17.0,1102,7,927,4,40,13,5,0,12,741,875,1,13.0,10,132.42857142857142,0.5714285714285714,0.7407407407407407,1
18.0,513,6,429,0,20,1,1,0,3,374,412,1,38.0,5,71.5,0.0,0.9090909090909092,1
19.0,259,1,216,0,5,2,0,0,2,197,209,1,21.0,0,216.0,0.0,0.625,0
2.0,899,7,755,0,29,6,4,0,13,587,713,1,69.0,44,107.85714285714286,0.0,0.8055555555555556,0
20.0,2195,19,1807,20,106,21,19,3,15,1216,1606,1,77.0,57,95.10526315789474,1.0526315789473684,0.828125,0
200001.0,158,6,115,3,10,1,1,0,0,110,114,0,15.0,14,19.166666666666668,0.5,0.8333333333333334,1
200002.0,474,6,387,7,21,6,2,0,5,339,378,1,70.0,45,64.5,1.1666666666666667,0.75,0
200003.0,977,14,751,54,37,25,2,0,5,615,715,1,152.0,55,53.642857142857146,3.857142857142857,0.5873015873015873,0
200004.0,2130,28,1742,1,85,54,9,1,28,1196,1567,1,65.0,55,62.21428571428572,0.0357142857142857,0.6071428571428571,0
200005.0,174,6,139,5,7,0,0,0,0,131,138,1,113.0,25,23.166666666666668,0.8333333333333334,0.875,0
200006.0,740,21,542,68,21,19,1,2,0,450,514,0,73.0,56,25.80952380952381,3.238095238095238,0.5121951219512195,0
200007.0,76,3,65,0,2,0,2,1,0,64,65,1,53.0,30,21.666666666666668,0.0,0.6666666666666666,0
200008.0,2012,15,1669,4,68,52,4,3,24,1159,1505,1,115.0,57,111.26666666666668,0.2666666666666666,0.5619834710743802,0
200009.0,1198,15,963,33,41,32,7,0,5,746,897,1,58.0,51,64.2,2.2,0.5540540540540541,0
200010.0,317,6,237,17,14,7,1,1,0,214,228,0,38.0,29,39.5,2.833333333333333,0.6363636363636364,0
200011.0,848,11,650,27,37,24,6,1,10,531,620,1,109.0,30,59.09090909090909,2.4545454545454546,0.5967741935483871,1
200012.0,84,2,66,8,3,1,0,0,0,66,66,0,65.0,2,33.0,4.0,0.6,0
200014.0,982,10,747,50,43,28,5,0,0,592,696,1,128.0,58,74.7,5.0,0.5972222222222222,0
200015.0,349,11,258,22,10,10,1,1,0,233,252,0,87.0,37,23.454545454545453,2.0,0.4761904761904761,1
200016.0,268,7,206,18,19,5,0,0,0,188,201,0,55.0,34,29.428571428571427,2.571428571428572,0.76,1
200017.0,620,12,493,9,29,16,2,1,4,416,463,1,60.0,42,41.083333333333336,0.75,0.6304347826086957,1
200018.0,478,9,367,32,13,11,1,0,0,317,349,0,48.0,27,40.77777777777778,3.555555555555556,0.52,1
200019.0,639,10,495,10,28,17,3,0,6,427,474,1,56.0,47,49.5,1.0,0.6086956521739131,0
200020.0,1498,36,1169,69,56,36,7,0,6,861,1076,1,75.0,47,32.47222222222222,1.9166666666666667,0.6021505376344086,1
200021.0,1502,17,1227,11,55,35,4,1,26,908,1124,1,70.0,29,72.17647058823529,0.6470588235294118,0.6043956043956044,1
200022.0,456,8,348,34,16,10,2,1,0,308,332,0,88.0,34,43.5,4.25,0.5925925925925926,0
200023.0,3769,76,2955,116,163,73,23,2,44,1756,2515,1,67.0,60,38.88157894736842,1.5263157894736843,0.6877637130801688,0
200024.0,552,8,417,27,19,13,4,1,4,368,402,1,28.0,19,52.125,3.375,0.5757575757575758,1
200025.0,1026,14,790,37,48,27,2,1,11,627,736,1,116.0,40,56.42857142857143,2.642857142857143,0.631578947368421,0
21.0,589,4,499,0,27,2,4,1,6,413,476,1,68.0,33,124.75,0.0,0.9,0
22.0,40,2,28,4,3,0,0,0,0,28,28,0,61.0,14,14.0,2.0,0.75,0
23.0,782,4,656,19,28,6,4,0,5,553,624,1,135.0,22,164.0,4.75,0.8,0
24.0,630,15,482,30,19,2,5,0,5,402,460,1,76.0,57,32.13333333333333,2.0,0.8636363636363636,0
25.0,2279,15,1880,27,98,17,9,0,11,1275,1642,1,82.0,58,125.33333333333331,1.8,0.8448275862068966,0
26.0,337,8,255,22,12,1,4,0,0,229,251,1,77.0,44,31.875,2.75,0.8571428571428571,0
27.0,291,9,220,21,8,2,1,0,0,201,217,0,102.0,54,24.444444444444443,2.333333333333333,0.7272727272727273,0
28.0,1781,21,1457,26,79,22,7,1,15,1075,1323,1,44.0,35,69.38095238095238,1.238095238095238,0.7745098039215687,1
29.0,3603,34,3028,22,154,22,28,0,18,1804,2562,1,60.0,43,89.05882352941177,0.6470588235294118,0.8700564971751412,1
3.0,254,4,214,1,14,3,1,0,2,197,211,1,80.0,27,53.5,0.25,0.7777777777777778,1
30.0,1775,32,1417,72,62,17,5,1,6,1018,1272,1,63.0,60,44.28125,2.25,0.775,0
300001.0,2168,19,1749,6,148,17,11,3,9,1201,1567,1,188.0,53,92.05263157894736,0.3157894736842105,0.891566265060241,1
300002.0,1961,18,1610,4,140,11,16,1,8,1106,1420,1,124.0,54,89.44444444444444,0.2222222222222222,0.9210526315789472,0
300003.0,35,1,27,2,2,0,1,0,0,26,27,0,99.0,0,27.0,2.0,0.6666666666666666,0
300004.0,262,3,204,10,17,2,3,0,1,187,198,1,89.0,29,68.0,3.333333333333333,0.85,0
300005.0,394,6,312,2,35,4,2,1,0,288,305,1,157.0,42,52.0,0.3333333333333333,0.875,0
300006.0,379,5,279,14,23,3,3,0,2,257,273,1,89.0,43,55.8,2.8,0.8518518518518519,0
300007.0,143,1,111,2,11,1,1,0,2,107,111,1,11.0,0,111.0,2.0,0.8461538461538461,1
300008.0,1672,18,1393,1,111,16,9,3,2,1001,1255,1,90.0,58,77.38888888888889,0.0555555555555555,0.8671875,0
300009.0,1721,18,1427,0,132,15,7,2,8,1025,1302,1,101.0,58,79.27777777777777,0.0,0.8918918918918919,0
300010.0,351,7,263,25,21,1,1,0,0,244,256,0,74.0,51,37.57142857142857,3.571428571428572,0.9130434782608696,0
300011.0,5732,76,4619,21,437,41,30,2,32,2491,3704,1,61.0,60,60.776315789473685,0.2763157894736842,0.9123173277661796,0
300012.0,786,7,642,4,52,7,7,0,3,524,603,1,150.0,53,91.71428571428572,0.5714285714285714,0.8666666666666667,0
300013.0,411,6,335,0,38,2,2,0,3,292,320,1,89.0,47,55.833333333333336,0.0,0.926829268292683,0
300014.0,361,7,280,0,27,8,4,1,3,248,266,1,100.0,40,40.0,0.0,0.75,0
300015.0,3051,33,2524,6,193,17,12,4,22,1601,2169,1,171.0,59,76.48484848484848,0.1818181818181818,0.914691943127962,0
300016.0,735,13,583,2,56,4,0,1,5,461,542,1,100.0,52,44.84615384615385,0.1538461538461538,0.918032786885246,0
300017.0,4428,63,3632,11,303,28,27,5,25,2070,3013,1,74.0,59,57.65079365079365,0.1746031746031746,0.9126506024096386,0
300018.0,2046,28,1640,3,132,24,16,2,9,1170,1479,1,92.0,50,58.57142857142857,0.1071428571428571,0.8407643312101911,0
300019.0,976,9,798,0,83,8,7,0,0,650,758,1,84.0,53,88.66666666666667,0.0,0.9021739130434784,0
300020.0,296,3,242,0,18,1,2,2,1,220,238,1,48.0,36,80.66666666666667,0.0,0.9,0
300021.0,4659,58,3816,5,336,36,16,5,17,2167,3195,1,69.0,59,65.79310344827586,0.0862068965517241,0.900804289544236,0
300022.0,446,11,364,0,25,5,3,0,1,328,353,1,102.0,50,33.09090909090909,0.0,0.8064516129032258,0
300023.0,2210,27,1797,2,169,16,10,3,12,1235,1603,1,150.0,58,66.55555555555556,0.074074074074074,0.9086021505376344,0
300024.0,102,1,88,0,6,0,0,0,0,85,87,1,38.0,0,88.0,0.0,0.8571428571428571,0
300025.0,1603,16,1297,2,139,13,6,2,7,955,1182,1,76.0,57,81.0625,0.125,0.9084967320261438,0
32.0,108,3,80,3,7,1,0,0,2,76,80,1,21.0,5,26.666666666666668,1.0,0.7777777777777778,1
33.0,1529,12,1257,1,79,9,7,1,16,921,1147,1,162.0,57,104.75,0.0833333333333333,0.8876404494382022,0
34.0,73,3,53,3,2,0,0,0,0,53,53,0,71.0,41,17.666666666666668,1.0,0.6666666666666666,0
35.0,2005,38,1610,55,71,14,9,3,10,1098,1440,1,75.0,59,42.36842105263158,1.4473684210526316,0.8255813953488372,0
36.0,1399,20,1158,34,53,12,7,1,3,860,1055,1,108.0,56,57.9,1.7,0.803030303030303,0
37.0,1682,15,1412,4,75,11,5,3,13,1017,1275,1,94.0,54,94.13333333333334,0.2666666666666666,0.8620689655172413,0
38.0,1570,16,1322,2,65,21,12,3,9,939,1192,1,75.0,59,82.625,0.125,0.7471264367816092,0
39.0,9632,107,8002,128,388,69,46,7,73,3544,5946,1,168.0,60,74.78504672897196,1.1962616822429906,0.8471615720524017,0
4.0,2442,22,2048,4,95,26,12,4,21,1342,1799,1,62.0,60,93.0909090909091,0.1818181818181818,0.7786885245901639,0
40.0,1322,17,1078,23,66,11,9,0,2,825,1004,1,78.0,45,63.41176470588236,1.3529411764705883,0.8461538461538461,0
41.0,2220,12,1894,1,76,10,19,1,23,1319,1699,1,110.0,51,157.83333333333334,0.0833333333333333,0.8735632183908046,0
42.0,4257,47,3573,10,166,25,20,7,37,2073,2961,1,67.0,60,76.02127659574468,0.2127659574468085,0.8645833333333334,0
43.0,240,4,177,18,12,2,0,0,0,164,171,0,65.0,29,44.25,4.5,0.8,0
44.0,512,3,429,0,25,2,6,0,1,371,410,1,37.0,26,143.0,0.0,0.8928571428571429,0
45.0,1776,16,1484,13,67,13,5,0,18,1057,1350,1,81.0,58,92.75,0.8125,0.8271604938271605,0
46.0,1120,10,918,13,44,11,3,0,6,710,847,1,63.0,55,91.8,1.3,0.7857142857142857,0
47.0,251,9,202,15,10,2,1,0,0,192,200,0,131.0,43,22.444444444444443,1.6666666666666667,0.7692307692307693,0
49.0,1091,10,878,11,47,7,8,4,14,684,813,1,107.0,57,87.8,1.1,0.8545454545454545,0
5.0,218,6,161,11,11,0,2,0,0,154,159,0,48.0,35,26.83333333333333,1.8333333333333333,0.9166666666666666,0
50.0,651,8,503,37,27,3,7,2,2,423,476,1,75.0,57,62.875,4.625,0.8709677419354839,0
51.0,2464,10,2111,0,100,21,12,1,23,1385,1854,1,19.0,15,211.1,0.0,0.819672131147541,1
52.0,1363,15,1086,29,54,9,7,0,10,809,996,1,102.0,58,72.4,1.9333333333333331,0.84375,0
53.0,2064,22,1746,25,69,16,11,2,13,1198,1576,1,53.0,48,79.36363636363636,1.1363636363636365,0.8023255813953488,1
54.0,3437,37,2841,47,163,29,17,1,39,1744,2414,1,110.0,42,76.78378378378379,1.2702702702702702,0.844559585492228,1
55.0,489,11,381,29,17,5,4,1,0,343,369,1,71.0,49,34.63636363636363,2.636363636363636,0.7391304347826086,0
56.0,955,21,734,19,49,7,9,1,10,571,689,1,67.0,51,34.95238095238095,0.9047619047619048,0.8596491228070176,0
57.0,112,2,92,6,3,2,1,0,0,89,90,0,87.0,33,46.0,3.0,0.5,0
58.0,2027,12,1694,11,94,20,13,0,18,1159,1503,1,26.0,20,141.16666666666666,0.9166666666666666,0.8173913043478261,1
59.0,872,7,724,11,30,9,3,4,9,578,680,1,64.0,58,103.42857142857144,1.5714285714285714,0.75,0
6.0,3761,24,3159,9,165,31,24,4,41,1868,2678,1,256.0,59,131.625,0.375,0.8375634517766497,0
60.0,1950,18,1644,3,84,9,7,2,21,1137,1477,1,71.0,45,91.33333333333331,0.1666666666666666,0.8936170212765957,0
61.0,1976,19,1622,49,78,11,10,2,10,1093,1440,1,72.0,57,85.36842105263158,2.5789473684210527,0.8666666666666667,0
62.0,1883,8,1591,1,77,21,10,4,9,1101,1422,1,134.0,49,198.875,0.125,0.7777777777777778,0
63.0,107,1,87,5,6,3,0,0,0,83,86,0,39.0,0,87.0,5.0,0.6,0
64.0,68,3,46,1,4,0,1,0,0,46,46,0,49.0,23,15.333333333333334,0.3333333333333333,0.8,0
65.0,2544,23,2113,8,111,17,13,0,20,1377,1837,1,71.0,58,91.8695652173913,0.3478260869565217,0.8604651162790697,0
66.0,1288,21,1045,35,52,8,3,0,9,806,980,1,125.0,55,49.76190476190476,1.6666666666666667,0.8524590163934426,0
67.0,1322,13,1098,17,54,10,8,0,13,824,1012,1,138.0,47,84.46153846153847,1.3076923076923077,0.8307692307692308,0
68.0,48,2,29,4,2,0,0,0,0,29,29,0,100.0,44,14.5,2.0,0.6666666666666666,0
69.0,1342,9,1125,3,72,9,7,4,9,865,1036,1,71.0,50,125.0,0.3333333333333333,0.8780487804878049,0
7.0,201,7,150,16,7,1,1,1,0,142,148,0,72.0,50,21.428571428571427,2.2857142857142856,0.7777777777777778,0
70.0,1775,18,1490,4,90,12,9,2,13,1062,1335,1,145.0,43,82.77777777777777,0.2222222222222222,0.8737864077669902,1
71.0,329,4,264,6,14,4,1,1,3,248,258,1,52.0,30,66.0,1.5,0.7368421052631579,0
72.0,117,1,85,10,6,1,0,1,0,82,85,0,124.0,0,85.0,10.0,0.75,0
73.0,457,6,377,1,14,7,4,1,1,334,363,1,49.0,21,62.833333333333336,0.1666666666666666,0.6363636363636364,1
74.0,2887,23,2400,22,135,25,13,1,31,1557,2071,1,71.0,59,104.34782608695652,0.9565217391304348,0.8385093167701864,0
75.0,957,8,812,1,48,4,2,1,8,646,750,1,68.0,52,101.5,0.125,0.9056603773584906,0
76.0,272,6,212,15,13,2,2,1,0,196,208,0,56.0,46,35.333333333333336,2.5,0.8125,0
77.0,1229,8,1047,6,46,4,5,0,9,808,971,1,65.0,57,130.875,0.75,0.9019607843137256,0
78.0,324,9,254,16,11,3,1,0,0,226,249,0,60.0,59,28.22222222222222,1.7777777777777777,0.7333333333333333,0
79.0,321,5,251,17,13,2,0,0,2,226,239,1,76.0,36,50.2,3.4,0.8125,0
8.0,334,7,251,18,16,3,0,2,0,230,244,0,114.0,50,35.857142857142854,2.571428571428572,0.8,0
80.0,474,12,367,22,11,4,4,0,0,326,353,0,58.0,56,30.58333333333333,1.8333333333333333,0.6875,0
81.0,2335,19,1974,7,94,14,12,1,26,1307,1749,1,98.0,60,103.89473684210526,0.3684210526315789,0.8623853211009175,0
82.0,2049,17,1705,15,84,20,9,2,13,1173,1534,1,74.0,56,100.29411764705884,0.8823529411764706,0.8,0
83.0,1496,28,1235,19,69,10,10,3,14,926,1132,1,124.0,55,44.10714285714285,0.6785714285714286,0.8625,0
84.0,97,3,73,10,4,0,1,0,0,69,71,0,52.0,7,24.33333333333333,3.333333333333333,0.8,0
85.0,4370,41,3616,33,192,38,24,2,42,2124,3069,1,109.0,59,88.1951219512195,0.8048780487804879,0.8311688311688312,0
86.0,818,10,650,9,34,8,8,1,6,543,625,1,135.0,56,65.0,0.9,0.7906976744186046,0
87.0,1003,25,767,50,32,5,8,0,1,622,725,1,59.0,19,30.68,2.0,0.8421052631578947,1
88.0,2465,26,2045,23,122,20,14,1,18,1358,1808,1,76.0,56,78.65384615384616,0.8846153846153846,0.8531468531468531,0
89.0,801,5,667,13,30,6,5,0,2,545,626,1,69.0,31,133.4,2.6,0.8108108108108109,0
9.0,3191,31,2676,16,118,32,15,3,32,1672,2300,1,60.0,60,86.3225806451613,0.5161290322580645,0.7814569536423841,0
90.0,45,5,37,3,0,0,2,0,0,37,37,0,101.0,46,7.4,0.6,0.0,0
91.0,3014,9,2580,5,124,24,9,3,22,1618,2218,1,116.0,54,286.6666666666667,0.5555555555555556,0.8322147651006712,0
92.0,7230,86,5945,85,292,72,40,3,68,2904,4622,1,83.0,60,69.12790697674419,0.9883720930232558,0.8,0
93.0,815,12,640,43,35,4,7,0,3,509,601,1,71.0,60,53.333333333333336,3.583333333333333,0.875,0
94.0,187,6,146,12,4,1,0,0,0,139,143,0,132.0,50,24.33333333333333,2.0,0.6666666666666666,0
95.0,2091,33,1694,50,91,25,18,5,15,1153,1502,1,62.0,60,51.333333333333336,1.5151515151515151,0.7777777777777778,0
96.0,2176,19,1802,17,92,24,9,2,20,1237,1624,1,73.0,58,94.84210526315788,0.8947368421052632,0.7863247863247863,0
97.0,2404,30,1975,24,108,12,17,1,17,1319,1738,1,87.0,54,65.83333333333333,0.8,0.8925619834710744,0
98.0,2891,28,2401,30,115,22,15,3,25,1534,2095,1,63.0,59,85.75,1.0714285714285714,0.8333333333333334,0
99.0,614,11,505,10,27,5,1,0,2,424,485,1,133.0,54,45.90909090909091,0.9090909090909092,0.8181818181818182,0
